,date,minute,label,high,low,open,close,average,volume,notional,numberOfTrades,symbol
0,2020-03-12,09:30,09:30 AM,327.26,320.7,327.26,322.465,323.772,3879,1255911.94,33,NFLX
1,2020-03-12,09:31,09:31 AM,326.04,322.03,322.03,325.84,324.969,2532,822820.52,29,NFLX
2,2020-03-12,09:32,09:32 AM,327.97,325.28,325.43,327.385,327.143,4459,1458732.74,54,NFLX
3,2020-03-12,09:33,09:33 AM,326.96,325.71,326.96,326.365,326.198,1060,345769.52,18,NFLX
4,2020-03-12,09:34,09:34 AM,326.9,325.0,325.28,326.855,325.724,1755,571646.0,16,NFLX
5,2020-03-12,09:35,09:35 AM,327.92,327.205,327.23,327.37,327.618,720,235885.1,8,NFLX
6,2020-03-12,09:36,09:36 AM,,,,,,0,0.0,0,NFLX
7,2020-03-12,09:37,09:37 AM,,,,,,0,0.0,0,NFLX
8,2020-03-12,09:38,09:38 AM,,,,,,0,0.0,0,NFLX
9,2020-03-12,09:39,09:39 AM,,,,,,0,0.0,0,NFLX
10,2020-03-12,09:40,09:40 AM,,,,,,0,0.0,0,NFLX
11,2020-03-12,09:41,09:41 AM,,,,,,0,0.0,0,NFLX
12,2020-03-12,09:42,09:42 AM,,,,,,0,0.0,0,NFLX
13,2020-03-12,09:43,09:43 AM,,,,,,0,0.0,0,NFLX
14,2020-03-12,09:44,09:44 AM,,,,,,0,0.0,0,NFLX
15,2020-03-12,09:45,09:45 AM,,,,,,0,0.0,0,NFLX
16,2020-03-12,09:46,09:46 AM,,,,,,0,0.0,0,NFLX
17,2020-03-12,09:47,09:47 AM,,,,,,0,0.0,0,NFLX
18,2020-03-12,09:48,09:48 AM,,,,,,0,0.0,0,NFLX
19,2020-03-12,09:49,09:49 AM,,,,,,0,0.0,0,NFLX
20,2020-03-12,09:50,09:50 AM,325.0,322.51,322.51,324.64,324.293,585,189711.17,10,NFLX
21,2020-03-12,09:51,09:51 AM,326.7,324.53,325.885,324.65,325.54400000000004,1300,423207.485,13,NFLX
22,2020-03-12,09:52,09:52 AM,323.39,319.23,323.39,319.555,320.668,1479,474267.63,25,NFLX
23,2020-03-12,09:53,09:53 AM,319.765,317.47,319.63,317.47,318.286,1591,506392.52,22,NFLX
24,2020-03-12,09:54,09:54 AM,318.0,316.64,317.6,317.815,317.322,4655,1477135.04,50,NFLX
25,2020-03-12,09:55,09:55 AM,320.27,317.1,317.28,319.92,318.413,3484,1109350.34,35,NFLX
