,date,minute,label,high,low,open,close,average,volume,notional,numberOfTrades,symbol
0,2020-04-07,09:30,09:30 AM,271.69,269.43,271.015,269.43,270.76599999999996,17863,4836698.125,143,AAPL
1,2020-04-07,09:31,09:31 AM,270.14,269.12,269.26,269.79,269.431,9428,2540193.1,72,AAPL
2,2020-04-07,09:32,09:32 AM,269.76,268.64,269.53,268.83,269.232,4461,1201044.865,46,AAPL
3,2020-04-07,09:33,09:33 AM,268.8,267.27,268.69,267.41,267.897,10665,2857117.235,87,AAPL
4,2020-04-07,09:34,09:34 AM,267.93,267.315,267.44,267.6,267.557,7244,1938180.845,62,AAPL
5,2020-04-07,09:35,09:35 AM,267.62,267.06,267.6,267.275,267.353,6854,1832438.455,45,AAPL
6,2020-04-07,09:36,09:36 AM,267.73,267.4,267.4,267.73,267.562,3227,863423.59,37,AAPL
7,2020-04-07,09:37,09:37 AM,268.225,267.75,267.755,268.15,267.987,2529,677739.09,31,AAPL
8,2020-04-07,09:38,09:38 AM,268.19,267.37,268.155,267.41,267.848,4180,1119605.785,37,AAPL
9,2020-04-07,09:39,09:39 AM,267.455,266.61,267.36,266.745,266.98900000000003,5265,1405697.0,27,AAPL
10,2020-04-07,09:40,09:40 AM,267.08,266.78,266.8,267.06,266.939,2778,741556.14,19,AAPL
11,2020-04-07,09:41,09:41 AM,266.955,266.32,266.93,266.32,266.633,1543,411414.29,13,AAPL
12,2020-04-07,09:42,09:42 AM,267.21,266.455,266.455,267.21,266.749,2372,632728.42,14,AAPL
13,2020-04-07,09:43,09:43 AM,267.47,267.255,267.29,267.435,267.35900000000004,10262,2743640.265,46,AAPL
14,2020-04-07,09:44,09:44 AM,267.73,267.175,267.435,267.73,267.311,6276,1677646.515,41,AAPL
15,2020-04-07,09:45,09:45 AM,268.19,268.02,268.07,268.02,268.122,1013,271607.58,11,AAPL
16,2020-04-07,09:46,09:46 AM,268.435,268.04,268.04,268.385,268.35900000000004,5511,1478928.835,27,AAPL
17,2020-04-07,09:47,09:47 AM,268.46,267.95,268.23,268.46,268.10400000000004,565,151479.0,7,AAPL
18,2020-04-07,09:48,09:48 AM,268.67,268.5,268.65,268.5,268.605,825,221599.0,9,AAPL
19,2020-04-07,09:49,09:49 AM,268.71,268.43,268.71,268.43,268.53700000000003,825,221542.75,9,AAPL
20,2020-04-07,09:50,09:50 AM,268.65,268.25,268.39,268.64,268.532,1118,300218.38,14,AAPL
21,2020-04-07,09:51,09:51 AM,268.655,268.44,268.605,268.655,268.555,2451,658229.5,13,AAPL
22,2020-04-07,09:52,09:52 AM,269.1,268.645,268.645,269.1,268.76599999999996,330,88692.875,5,AAPL
23,2020-04-07,09:53,09:53 AM,269.63,269.135,269.135,269.49,269.462,900,242516.0,9,AAPL
24,2020-04-07,09:54,09:54 AM,269.9,269.355,269.47,269.86,269.671,1706,460058.96,17,AAPL
25,2020-04-07,09:55,09:55 AM,270.165,269.9,269.9,270.06,269.95799999999997,3230,871965.5,38,AAPL
26,2020-04-07,09:56,09:56 AM,270.045,269.66,270.01,269.73,269.862,1261,340295.56,11,AAPL
27,2020-04-07,09:57,09:57 AM,269.715,269.61,269.655,269.68,269.654,2200,593239.185,9,AAPL
28,2020-04-07,09:58,09:58 AM,270.06,269.75,269.76,270.06,269.855,800,215884.0,6,AAPL
29,2020-04-07,09:59,09:59 AM,269.44,269.25,269.44,269.33,269.316,700,188521.0,8,AAPL
30,2020-04-07,10:00,10 AM,269.39,269.25,269.39,269.34,269.32099999999997,213,57365.42,3,AAPL
31,2020-04-07,10:01,10:01 AM,269.385,269.21,269.3,269.37,269.302,505,135997.445,8,AAPL
