,symbol,date,isEnabled
1961,DELL,2020-04-09,True
1962,DEM,2020-04-09,True
1963,DENN,2020-04-09,True
1964,DEO,2020-04-09,True
1965,DES,2020-04-09,True
1966,DESP,2020-04-09,True
1967,DEUR,2020-04-09,True
1968,DEUS,2020-04-09,True
1969,DEW,2020-04-09,True
1970,DEX,2020-04-09,True
1971,DFE,2020-04-09,True
1972,DFEB,2020-04-09,True
1973,DFEN,2020-04-09,True
1974,DFFN,2020-04-09,True
1975,DFIN,2020-04-09,True
1976,DFJ,2020-04-09,True
1977,DFND,2020-04-09,True
1978,DFNL,2020-04-09,True
1979,DFNS,2020-04-09,True
1980,DFNS+,2020-04-09,True
1981,DFNS=,2020-04-09,True
1982,DFP,2020-04-09,True
1983,DFPHU,2020-04-09,True
1984,DFS,2020-04-09,True
1985,DFVL,2020-04-09,True
1986,DFVS,2020-04-09,True
1987,DG,2020-04-09,True
1988,DGAZ,2020-04-09,True
1989,DGBP,2020-04-09,True
1990,DGICA,2020-04-09,True
1991,DGICB,2020-04-09,True
1992,DGII,2020-04-09,True
1993,DGL,2020-04-09,True
1994,DGLD,2020-04-09,True
1995,DGLY,2020-04-09,True
1996,DGP,2020-04-09,True
1997,DGRE,2020-04-09,True
1998,DGRO,2020-04-09,True
1999,DGRS,2020-04-09,True
2000,DGRW,2020-04-09,True
2001,DGS,2020-04-09,True
2002,DGT,2020-04-09,True
2003,DGX,2020-04-09,True
2004,DGZ,2020-04-09,True
2005,DHC,2020-04-09,True
2006,DHCNI,2020-04-09,True
2007,DHCNL,2020-04-09,True
2008,DHF,2020-04-09,True
2009,DHI,2020-04-09,True
2010,DHIL,2020-04-09,True
2011,DHR,2020-04-09,True
2012,DHR-A,2020-04-09,True
2013,DHS,2020-04-09,True
2014,DHT,2020-04-09,True
2015,DHX,2020-04-09,True
2016,DHY,2020-04-09,True
2017,DIA,2020-04-09,True
2018,DIAL,2020-04-09,True
2019,DIAX,2020-04-09,True
2020,DIET,2020-04-09,True
2021,DIG,2020-04-09,True
2022,DIM,2020-04-09,True
2023,DIN,2020-04-09,True
2024,DINT,2020-04-09,True
2025,DIOD,2020-04-09,True
2026,DIS,2020-04-09,True
2027,DISCA,2020-04-09,True
2028,DISCB,2020-04-09,True
2029,DISCK,2020-04-09,True
2030,DISH,2020-04-09,True
2031,DIT,2020-04-09,True
2032,DIV,2020-04-09,True
2033,DIVA,2020-04-09,True
2034,DIVB,2020-04-09,True
2035,DIVC,2020-04-09,True
2036,DIVO,2020-04-09,True
2037,DIVY,2020-04-09,True
2038,DJCB,2020-04-09,True
2039,DJCI,2020-04-09,True
2040,DJCO,2020-04-09,True
2041,DJD,2020-04-09,True
2042,DJP,2020-04-09,True
2043,DJPY,2020-04-09,True
2044,DK,2020-04-09,True
2045,DKL,2020-04-09,True
2046,DKS,2020-04-09,True
2047,DL,2020-04-09,True
2048,DLA,2020-04-09,True
2049,DLB,2020-04-09,True
2050,DLBR,2020-04-09,True
2051,DLHC,2020-04-09,True
2052,DLN,2020-04-09,True
2053,DLNG,2020-04-09,True
2054,DLNG-A,2020-04-09,True
2055,DLNG-B,2020-04-09,True
2056,DLPH,2020-04-09,True
2057,DLPN,2020-04-09,True
2058,DLPNW,2020-04-09,True
2059,DLR,2020-04-09,True
2060,DLR-C,2020-04-09,True
2061,DLR-G,2020-04-09,True
2062,DLR-I,2020-04-09,True
2063,DLR-J,2020-04-09,True
2064,DLR-K,2020-04-09,True
2065,DLR-L,2020-04-09,True
2066,DLS,2020-04-09,True
2067,DLTH,2020-04-09,True
2068,DLTR,2020-04-09,True
2069,DLX,2020-04-09,True
2070,DLY,2020-04-09,True
2071,DMAC,2020-04-09,True
2072,DMB,2020-04-09,True
2073,DMDV,2020-04-09,True
2074,DMF,2020-04-09,True
2075,DMLP,2020-04-09,True
2076,DMO,2020-04-09,True
2077,DMPI,2020-04-09,True
2078,DMRC,2020-04-09,True
2079,DMRE,2020-04-09,True
2080,DMRI,2020-04-09,True
2081,DMRL,2020-04-09,True
2082,DMRM,2020-04-09,True
2083,DMRS,2020-04-09,True
2084,DMTK,2020-04-09,True
2085,DMYT=,2020-04-09,True
2086,DNI,2020-04-09,True
2087,DNJR,2020-04-09,True
2088,DNK,2020-04-09,True
2089,DNKN,2020-04-09,True
2090,DNL,2020-04-09,True
2091,DNLI,2020-04-09,True
2092,DNN,2020-04-09,True
2093,DNOV,2020-04-09,True
2094,DNOW,2020-04-09,True
2095,DNP,2020-04-09,True
2096,DNR,2020-04-09,True
2097,DO,2020-04-09,True
2098,DOC,2020-04-09,True
2099,DOCU,2020-04-09,True
2100,DOG,2020-04-09,True
2101,DOGS,2020-04-09,True
2102,DOGZ,2020-04-09,True
2103,DOL,2020-04-09,True
2104,DOMO,2020-04-09,True
2105,DON,2020-04-09,True
2106,DOO,2020-04-09,True
2107,DOOO,2020-04-09,True
2108,DOOR,2020-04-09,True
2109,DORM,2020-04-09,True
2110,DOV,2020-04-09,True
2111,DOW,2020-04-09,True
2112,DOX,2020-04-09,True
2113,DOYU,2020-04-09,True
2114,DPG,2020-04-09,True
2115,DPHC,2020-04-09,True
2116,DPHCU,2020-04-09,True
2117,DPHCW,2020-04-09,True
2118,DPST,2020-04-09,True
2119,DPW,2020-04-09,True
2120,DPZ,2020-04-09,True
2121,DQ,2020-04-09,True
2122,DRAD,2020-04-09,True
2123,DRADP,2020-04-09,True
2124,DRD,2020-04-09,True
2125,DRE,2020-04-09,True
2126,DRH,2020-04-09,True
2127,DRI,2020-04-09,True
2128,DRIO,2020-04-09,True
2129,DRIOW,2020-04-09,True
2130,DRIP,2020-04-09,True
2131,DRIV,2020-04-09,True
2132,DRN,2020-04-09,True
2133,DRNA,2020-04-09,True
2134,DRQ,2020-04-09,True
2135,DRR,2020-04-09,True
2136,DRRX,2020-04-09,True
2137,DRSK,2020-04-09,True
2138,DRTT,2020-04-09,True
2139,DRUA,2020-04-09,True
2140,DRV,2020-04-09,True
2141,DRW,2020-04-09,True
2142,DS,2020-04-09,True
2143,DS-B,2020-04-09,True
2144,DS-C,2020-04-09,True
2145,DS-D,2020-04-09,True
2146,DSE,2020-04-09,True
2147,DSGX,2020-04-09,True
2148,DSI,2020-04-09,True
2149,DSKE,2020-04-09,True
2150,DSKEW,2020-04-09,True
2151,DSL,2020-04-09,True
2152,DSLV,2020-04-09,True
2153,DSM,2020-04-09,True
2154,DSPG,2020-04-09,True
2155,DSS,2020-04-09,True
2156,DSSI,2020-04-09,True
2157,DSTL,2020-04-09,True
2158,DSU,2020-04-09,True
2159,DSWL,2020-04-09,True
2160,DSX,2020-04-09,True
2161,DSX-B,2020-04-09,True
2162,DT,2020-04-09,True
2163,DTD,2020-04-09,True
2164,DTE,2020-04-09,True
2165,DTEA,2020-04-09,True
2166,DTEC,2020-04-09,True
2167,DTF,2020-04-09,True
2168,DTH,2020-04-09,True
2169,DTIL,2020-04-09,True
2170,DTJ,2020-04-09,True
2171,DTLA-,2020-04-09,True
2172,DTN,2020-04-09,True
2173,DTO,2020-04-09,True
2174,DTP,2020-04-09,True
2175,DTQ,2020-04-09,True
2176,DTSS,2020-04-09,True
2177,DTUL,2020-04-09,True
2178,DTUS,2020-04-09,True
2179,DTW,2020-04-09,True
2180,DTY,2020-04-09,True
2181,DTYL,2020-04-09,True
2182,DUC,2020-04-09,True
2183,DUG,2020-04-09,True
2184,DUK,2020-04-09,True
2185,DUK-A,2020-04-09,True
2186,DUKB,2020-04-09,True
2187,DUKH,2020-04-09,True
2188,DUO,2020-04-09,True
2189,DUOT,2020-04-09,True
2190,DURA,2020-04-09,True
2191,DUSA,2020-04-09,True
2192,DUSL,2020-04-09,True
2193,DUST,2020-04-09,True
2194,DVA,2020-04-09,True
2195,DVAX,2020-04-09,True
2196,DVD,2020-04-09,True
2197,DVLU,2020-04-09,True
2198,DVN,2020-04-09,True
2199,DVOL,2020-04-09,True
2200,DVOP,2020-04-09,True
2201,DVP,2020-04-09,True
2202,DVY,2020-04-09,True
2203,DVYA,2020-04-09,True
2204,DVYE,2020-04-09,True
2205,DWAS,2020-04-09,True
2206,DWAT,2020-04-09,True
2207,DWAW,2020-04-09,True
2208,DWCR,2020-04-09,True
2209,DWEQ,2020-04-09,True
2210,DWFI,2020-04-09,True
2211,DWLD,2020-04-09,True
2212,DWM,2020-04-09,True
2213,DWMC,2020-04-09,True
2214,DWMF,2020-04-09,True
2215,DWPP,2020-04-09,True
2216,DWSH,2020-04-09,True
2217,DWSN,2020-04-09,True
2218,DWUS,2020-04-09,True
2219,DWX,2020-04-09,True
2220,DX,2020-04-09,True
2221,DX-B,2020-04-09,True
2222,DX-C,2020-04-09,True
2223,DXB*,2020-04-09,True
2224,DXC,2020-04-09,True
2225,DXCM,2020-04-09,True
2226,DXD,2020-04-09,True
2227,DXF,2020-04-09,True
2228,DXGE,2020-04-09,True
2229,DXJ,2020-04-09,True
2230,DXJS,2020-04-09,True
2231,DXLG,2020-04-09,True
2232,DXPE,2020-04-09,True
2233,DXR,2020-04-09,True
2234,DXYN,2020-04-09,True
2235,DY,2020-04-09,True
2236,DYAI,2020-04-09,True
2237,DYLS,2020-04-09,True
2238,DYNF,2020-04-09,True
2239,DYNT,2020-04-09,True
2240,DZK,2020-04-09,True
2241,DZSI,2020-04-09,True
2242,DZZ,2020-04-09,True
2243,E,2020-04-09,True
2244,EA,2020-04-09,True
2245,EAB,2020-04-09,True
2246,EAD,2020-04-09,True
2247,EAE,2020-04-09,True
2248,EAF,2020-04-09,True
2249,EAGG,2020-04-09,True
2250,EAI,2020-04-09,True
2251,EARN,2020-04-09,True
2252,EARS,2020-04-09,True
2253,EASG,2020-04-09,True
2254,EASI,2020-04-09,True
2255,EAST,2020-04-09,True
2256,EAT,2020-04-09,True
2257,EB,2020-04-09,True
2258,EBAY,2020-04-09,True
2259,EBAYL,2020-04-09,True
2260,EBF,2020-04-09,True
2261,EBIX,2020-04-09,True
2262,EBIZ,2020-04-09,True
2263,EBMT,2020-04-09,True
2264,EBND,2020-04-09,True
2265,EBR,2020-04-09,True
2266,EBR.B,2020-04-09,True
2267,EBS,2020-04-09,True
2268,EBSB,2020-04-09,True
2269,EBTC,2020-04-09,True
2270,EC,2020-04-09,True
2271,ECC,2020-04-09,True
2272,ECCB,2020-04-09,True
2273,ECCX,2020-04-09,True
2274,ECCY,2020-04-09,True
2275,ECF,2020-04-09,True
2276,ECF-A,2020-04-09,True
2277,ECH,2020-04-09,True
2278,ECHO,2020-04-09,True
2279,ECL,2020-04-09,True
2280,ECLN,2020-04-09,True
2281,ECNS,2020-04-09,True
2282,ECOL,2020-04-09,True
2283,ECOLW,2020-04-09,True
2284,ECOM,2020-04-09,True
2285,ECON,2020-04-09,True
2286,ECOR,2020-04-09,True
2287,ECOW,2020-04-09,True
2288,ECOZ,2020-04-09,False
2289,ECPG,2020-04-09,True
2290,ECT,2020-04-09,True
2291,ED,2020-04-09,True
2292,EDAP,2020-04-09,True
2293,EDC,2020-04-09,True
2294,EDD,2020-04-09,True
2295,EDEN,2020-04-09,True
2296,EDF,2020-04-09,True
2297,EDI,2020-04-09,True
2298,EDIT,2020-04-09,True
2299,EDIV,2020-04-09,True
2300,EDN,2020-04-09,True
2301,EDNT,2020-04-09,True
2302,EDOG,2020-04-09,True
2303,EDOW,2020-04-09,True
2304,EDRY,2020-04-09,True
2305,EDSA,2020-04-09,True
2306,EDU,2020-04-09,True
2307,EDUC,2020-04-09,True
2308,EDV,2020-04-09,True
2309,EDZ,2020-04-09,True
2310,EE,2020-04-09,True
2311,EEA,2020-04-09,True
2312,EEFT,2020-04-09,True
2313,EEH,2020-04-09,True
2314,EELV,2020-04-09,True
2315,EEM,2020-04-09,True
2316,EEMA,2020-04-09,True
2317,EEMD,2020-04-09,True
2318,EEMO,2020-04-09,True
2319,EEMS,2020-04-09,True
2320,EEMV,2020-04-09,True
2321,EEMX,2020-04-09,True
2322,EES,2020-04-09,True
2323,EET,2020-04-09,True
2324,EEV,2020-04-09,True
2325,EEX,2020-04-09,True
2326,EFA,2020-04-09,True
2327,EFAD,2020-04-09,True
2328,EFAS,2020-04-09,True
2329,EFAV,2020-04-09,True
2330,EFAX,2020-04-09,True
2331,EFC,2020-04-09,True
2332,EFC-A,2020-04-09,True
2333,EFF,2020-04-09,True
2334,EFG,2020-04-09,True
2335,EFL,2020-04-09,True
2336,EFNL,2020-04-09,True
2337,EFO,2020-04-09,True
2338,EFOI,2020-04-09,True
2339,EFR,2020-04-09,True
2340,EFSC,2020-04-09,True
2341,EFT,2020-04-09,True
2342,EFU,2020-04-09,True
2343,EFV,2020-04-09,True
2344,EFX,2020-04-09,True
2345,EFZ,2020-04-09,True
2346,EGAN,2020-04-09,True
2347,EGBN,2020-04-09,True
2348,EGF,2020-04-09,True
2349,EGHT,2020-04-09,True
2350,EGIF,2020-04-09,True
2351,EGLE,2020-04-09,True
2352,EGO,2020-04-09,True
2353,EGOV,2020-04-09,True
2354,EGP,2020-04-09,True
2355,EGPT,2020-04-09,True
2356,EGRX,2020-04-09,True
2357,EGY,2020-04-09,True
2358,EH,2020-04-09,True
2359,EHC,2020-04-09,True
2360,EHI,2020-04-09,True
2361,EHT,2020-04-09,True
2362,EHTH,2020-04-09,True
2363,EIC,2020-04-09,True
2364,EIDO,2020-04-09,True
2365,EIDX,2020-04-09,True
2366,EIG,2020-04-09,True
2367,EIGI,2020-04-09,True
2368,EIGR,2020-04-09,True
2369,EIM,2020-04-09,True
2370,EINC,2020-04-09,True
2371,EIRL,2020-04-09,True
2372,EIS,2020-04-09,True
2373,EIX,2020-04-09,True
2374,EJAN,2020-04-09,True
2375,EJUL,2020-04-09,True
2376,EKAR,2020-04-09,True
2377,EKSO,2020-04-09,True
2378,EL,2020-04-09,True
2379,ELA,2020-04-09,True
2380,ELAN,2020-04-09,True
2381,ELAT,2020-04-09,True
2382,ELC,2020-04-09,True
2383,ELD,2020-04-09,True
2384,ELF,2020-04-09,True
2385,ELGX,2020-04-09,True
2386,ELJ,2020-04-09,True
2387,ELLO,2020-04-09,True
2388,ELMD,2020-04-09,True
2389,ELOX,2020-04-09,True
2390,ELP,2020-04-09,True
2391,ELS,2020-04-09,True
2392,ELSE,2020-04-09,True
2393,ELTK,2020-04-09,True
2394,ELU,2020-04-09,True
2395,ELVT,2020-04-09,True
2396,ELY,2020-04-09,True
2397,EMAG,2020-04-09,True
2398,EMAN,2020-04-09,True
2399,EMB,2020-04-09,True
2400,EMBH,2020-04-09,True
2401,EMCB,2020-04-09,True
2402,EMCF,2020-04-09,True
2403,EMCG,2020-04-09,True
2404,EMD,2020-04-09,True
2405,EMDV,2020-04-09,True
2406,EME,2020-04-09,True
2407,EMF,2020-04-09,True
2408,EMFM,2020-04-09,True
2409,EMGF,2020-04-09,True
2410,EMHY,2020-04-09,True
2411,EMIF,2020-04-09,True
2412,EMIH,2020-04-09,True
2413,EMKR,2020-04-09,True
2414,EML,2020-04-09,True
2415,EMLC,2020-04-09,True
2416,EMLP,2020-04-09,True
2417,EMMF,2020-04-09,True
2418,EMMS,2020-04-09,True
2419,EMN,2020-04-09,True
2420,EMNT,2020-04-09,True
2421,EMO,2020-04-09,True
2422,EMP,2020-04-09,True
2423,EMQQ,2020-04-09,True
2424,EMR,2020-04-09,True
2425,EMSG,2020-04-09,True
2426,EMSH,2020-04-09,True
2427,EMTL,2020-04-09,True
2428,EMTY,2020-04-09,True
2429,EMX,2020-04-09,True
2430,EMXC,2020-04-09,True
2431,ENB,2020-04-09,True
2432,ENBA,2020-04-09,True
2433,ENBL,2020-04-09,True
2434,ENDP,2020-04-09,True
2435,ENFR,2020-04-09,True
2436,ENG,2020-04-09,True
2437,ENIA,2020-04-09,True
2438,ENIC,2020-04-09,True
2439,ENJ,2020-04-09,True
2440,ENLC,2020-04-09,True
2441,ENLV,2020-04-09,True
2442,ENO,2020-04-09,True
2443,ENOB,2020-04-09,True
2444,ENOR,2020-04-09,True
2445,ENPH,2020-04-09,True
2446,ENR,2020-04-09,True
2447,ENR-A,2020-04-09,True
2448,ENS,2020-04-09,True
2449,ENSG,2020-04-09,True
2450,ENSV,2020-04-09,True
2451,ENT,2020-04-09,True
2452,ENTA,2020-04-09,True
2453,ENTG,2020-04-09,True
2454,ENTR,2020-04-09,True
2455,ENTX,2020-04-09,True
2456,ENTXW,2020-04-09,True
2457,ENV,2020-04-09,True
2458,ENVA,2020-04-09,True
2459,ENX,2020-04-09,True
2460,ENZ,2020-04-09,True
2461,ENZL,2020-04-09,True
2462,EOD,2020-04-09,True
2463,EOG,2020-04-09,True
2464,EOI,2020-04-09,True
2465,EOLS,2020-04-09,True
2466,EOS,2020-04-09,True
2467,EOT,2020-04-09,True
2468,EP-C,2020-04-09,True
2469,EPAC,2020-04-09,True
2470,EPAM,2020-04-09,True
2471,EPAY,2020-04-09,True
2472,EPC,2020-04-09,True
2473,EPD,2020-04-09,True
2474,EPHE,2020-04-09,True
2475,EPI,2020-04-09,True
2476,EPIX,2020-04-09,True
2477,EPM,2020-04-09,True
2478,EPOL,2020-04-09,True
2479,EPP,2020-04-09,True
2480,EPR,2020-04-09,True
2481,EPR-C,2020-04-09,True
2482,EPR-E,2020-04-09,True
2483,EPR-G,2020-04-09,True
2484,EPRF,2020-04-09,True
2485,EPRT,2020-04-09,True
2486,EPS,2020-04-09,True
2487,EPSN,2020-04-09,True
2488,EPU,2020-04-09,True
2489,EPV,2020-04-09,True
2490,EPZM,2020-04-09,True
2491,EQ,2020-04-09,True
2492,EQAL,2020-04-09,True
2493,EQBK,2020-04-09,True
2494,EQC,2020-04-09,True
2495,EQC-D,2020-04-09,True
2496,EQH,2020-04-09,True
2497,EQH-A,2020-04-09,True
2498,EQIX,2020-04-09,True
2499,EQL,2020-04-09,True
2500,EQM,2020-04-09,True
2501,EQNR,2020-04-09,True
2502,EQR,2020-04-09,True
2503,EQRR,2020-04-09,True
2504,EQS,2020-04-09,True
2505,EQT,2020-04-09,True
2506,EQWL,2020-04-09,True
2507,EQX,2020-04-09,True
2508,ERA,2020-04-09,True
2509,ERC,2020-04-09,True
2510,ERF,2020-04-09,True
2511,ERH,2020-04-09,True
2512,ERI,2020-04-09,True
2513,ERIC,2020-04-09,True
2514,ERIE,2020-04-09,True
2515,ERII,2020-04-09,True
2516,ERJ,2020-04-09,True
2517,ERM,2020-04-09,True
2518,EROS,2020-04-09,True
2519,ERSX,2020-04-09,True
2520,ERUS,2020-04-09,True
2521,ERX,2020-04-09,True
2522,ERY,2020-04-09,True
2523,ERYP,2020-04-09,True
2524,ES,2020-04-09,True
2525,ESBA,2020-04-09,True
2526,ESBK,2020-04-09,True
2527,ESCA,2020-04-09,True
2528,ESE,2020-04-09,True
2529,ESEA,2020-04-09,True
2530,ESG,2020-04-09,True
2531,ESGD,2020-04-09,True
2532,ESGE,2020-04-09,True
2533,ESGG,2020-04-09,True
2534,ESGN,2020-04-09,True
2535,ESGR,2020-04-09,True
2536,ESGRO,2020-04-09,True
2537,ESGRP,2020-04-09,True
2538,ESGS,2020-04-09,True
2539,ESGU,2020-04-09,True
2540,ESGV,2020-04-09,True
2541,ESI,2020-04-09,True
2542,ESLT,2020-04-09,True
2543,ESML,2020-04-09,True
2544,ESNG,2020-04-09,True
2545,ESNT,2020-04-09,True
2546,ESP,2020-04-09,True
2547,ESPO,2020-04-09,True
2548,ESPR,2020-04-09,True
2549,ESQ,2020-04-09,True
2550,ESRT,2020-04-09,True
2551,ESS,2020-04-09,True
2552,ESSA,2020-04-09,True
2553,ESSC,2020-04-09,True
2554,ESSCR,2020-04-09,True
2555,ESSCU,2020-04-09,True
2556,ESSCW,2020-04-09,True
2557,ESTA,2020-04-09,True
2558,ESTC,2020-04-09,True
2559,ESTE,2020-04-09,True
2560,ESXB,2020-04-09,True
2561,ET,2020-04-09,True
2562,ETB,2020-04-09,True
2563,ETFC,2020-04-09,True
2564,ETG,2020-04-09,True
2565,ETH,2020-04-09,True
2566,ETHO,2020-04-09,True
2567,ETI-,2020-04-09,True
2568,ETJ,2020-04-09,True
2569,ETM,2020-04-09,True
2570,ETN,2020-04-09,True
2571,ETNB,2020-04-09,True
2572,ETO,2020-04-09,True
2573,ETON,2020-04-09,True
2574,ETP-C,2020-04-09,True
2575,ETP-D,2020-04-09,True
2576,ETP-E,2020-04-09,True
2577,ETR,2020-04-09,True
2578,ETRN,2020-04-09,True
2579,ETSY,2020-04-09,True
2580,ETTX,2020-04-09,True
2581,ETV,2020-04-09,True
2582,ETW,2020-04-09,True
2583,ETX,2020-04-09,True
2584,ETY,2020-04-09,True
2585,EUDG,2020-04-09,True
2586,EUDV,2020-04-09,True
2587,EUFN,2020-04-09,True
2588,EUFX,2020-04-09,True
2589,EUM,2020-04-09,True
2590,EUMF,2020-04-09,True
2591,EUMV,2020-04-09,True
2592,EUO,2020-04-09,True
2593,EURL,2020-04-09,True
2594,EURN,2020-04-09,True
2595,EURZ,2020-04-09,True
2596,EUSA,2020-04-09,True
2597,EUSC,2020-04-09,True
2598,EV,2020-04-09,True
2599,EVA,2020-04-09,True
2600,EVBG,2020-04-09,True
2601,EVBN,2020-04-09,True
2602,EVC,2020-04-09,True
2603,EVER,2020-04-09,True
2604,EVF,2020-04-09,True
2605,EVFM,2020-04-09,True
2606,EVG,2020-04-09,True
2607,EVGBC,2020-04-09,False
2608,EVGN,2020-04-09,True
2609,EVH,2020-04-09,True
2610,EVI,2020-04-09,True
2611,EVK,2020-04-09,True
2612,EVLMC,2020-04-09,False
2613,EVLO,2020-04-09,True
2614,EVM,2020-04-09,True
2615,EVN,2020-04-09,True
2616,EVOK,2020-04-09,True
2617,EVOL,2020-04-09,True
2618,EVOP,2020-04-09,True
2619,EVR,2020-04-09,True
2620,EVRG,2020-04-09,True
2621,EVRI,2020-04-09,True
2622,EVSI,2020-04-09,True
2623,EVSIW,2020-04-09,True
2624,EVSTC,2020-04-09,False
2625,EVT,2020-04-09,True
2626,EVTC,2020-04-09,True
2627,EVV,2020-04-09,True
2628,EVX,2020-04-09,True
2629,EVY,2020-04-09,True
2630,EW,2020-04-09,True
2631,EWA,2020-04-09,True
2632,EWBC,2020-04-09,True
2633,EWC,2020-04-09,True
2634,EWCO,2020-04-09,True
2635,EWD,2020-04-09,True
2636,EWG,2020-04-09,True
2637,EWGS,2020-04-09,True
2638,EWH,2020-04-09,True
2639,EWI,2020-04-09,True
2640,EWJ,2020-04-09,True
2641,EWJE,2020-04-09,True
2642,EWJV,2020-04-09,True
2643,EWK,2020-04-09,True
2644,EWL,2020-04-09,True
2645,EWM,2020-04-09,True
2646,EWMC,2020-04-09,True
2647,EWN,2020-04-09,True
2648,EWO,2020-04-09,True
2649,EWP,2020-04-09,True
2650,EWQ,2020-04-09,True
2651,EWRE,2020-04-09,True
2652,EWS,2020-04-09,True
2653,EWSC,2020-04-09,True
2654,EWT,2020-04-09,True
2655,EWU,2020-04-09,True
2656,EWUS,2020-04-09,True
2657,EWV,2020-04-09,True
2658,EWW,2020-04-09,True
2659,EWX,2020-04-09,True
2660,EWY,2020-04-09,True
2661,EWZ,2020-04-09,True
2662,EWZS,2020-04-09,True
2663,EXAS,2020-04-09,True
2664,EXC,2020-04-09,True
2665,EXD,2020-04-09,True
2666,EXEL,2020-04-09,True
2667,EXFO,2020-04-09,True
2668,EXG,2020-04-09,True
2669,EXI,2020-04-09,True
2670,EXK,2020-04-09,True
2671,EXLS,2020-04-09,True
2672,EXP,2020-04-09,True
2673,EXPC,2020-04-09,True
2674,EXPCU,2020-04-09,True
2675,EXPCW,2020-04-09,True
2676,EXPD,2020-04-09,True
2677,EXPE,2020-04-09,True
2678,EXPI,2020-04-09,True
2679,EXPO,2020-04-09,True
2680,EXPR,2020-04-09,True
2681,EXR,2020-04-09,True
2682,EXTN,2020-04-09,True
2683,EXTR,2020-04-09,True
2684,EYE,2020-04-09,True
2685,EYEG,2020-04-09,True
2686,EYEGW,2020-04-09,True
2687,EYEN,2020-04-09,True
2688,EYES,2020-04-09,True
2689,EYESW,2020-04-09,True
2690,EYLD,2020-04-09,True
2691,EYPT,2020-04-09,True
2692,EZA,2020-04-09,True
2693,EZJ,2020-04-09,True
2694,EZM,2020-04-09,True
2695,EZPW,2020-04-09,True
2696,EZT,2020-04-09,True
2697,EZU,2020-04-09,True
2698,F,2020-04-09,True
2699,F-B,2020-04-09,True
2700,F-C,2020-04-09,True
2701,FAAR,2020-04-09,True
2702,FAB,2020-04-09,True
2703,FAD,2020-04-09,True
2704,FAF,2020-04-09,True
2705,FALN,2020-04-09,True
2706,FAM,2020-04-09,True
2707,FAMI,2020-04-09,True
2708,FAN,2020-04-09,True
2709,FANG,2020-04-09,True
2710,FANH,2020-04-09,True
2711,FARM,2020-04-09,True
2712,FARO,2020-04-09,True
2713,FAS,2020-04-09,True
2714,FAST,2020-04-09,True
2715,FAT,2020-04-09,True
2716,FATE,2020-04-09,True
2717,FAUG,2020-04-09,True
2718,FAUS,2020-04-09,True
2719,FAX,2020-04-09,True
2720,FAZ,2020-04-09,True
2721,FB,2020-04-09,True
2722,FBC,2020-04-09,True
2723,FBGX,2020-04-09,True
2724,FBHS,2020-04-09,True
2725,FBIO,2020-04-09,True
2726,FBIOP,2020-04-09,True
2727,FBIZ,2020-04-09,True
2728,FBK,2020-04-09,True
2729,FBM,2020-04-09,True
2730,FBMS,2020-04-09,True
2731,FBNC,2020-04-09,True
2732,FBND,2020-04-09,True
2733,FBP,2020-04-09,True
2734,FBSS,2020-04-09,True
2735,FBT,2020-04-09,True
2736,FBZ,2020-04-09,True
2737,FC,2020-04-09,True
2738,FCA,2020-04-09,True
2739,FCAL,2020-04-09,True
2740,FCAN,2020-04-09,True
2741,FCAP,2020-04-09,True
2742,FCAU,2020-04-09,True
2743,FCBC,2020-04-09,True
2744,FCBP,2020-04-09,True
2745,FCCO,2020-04-09,True
2746,FCCY,2020-04-09,True
2747,FCEF,2020-04-09,True
2748,FCEL,2020-04-09,True
2749,FCF,2020-04-09,True
2750,FCFS,2020-04-09,True
2751,FCG,2020-04-09,True
2752,FCN,2020-04-09,True
2753,FCNCA,2020-04-09,True
2754,FCNCP,2020-04-09,True
2755,FCO,2020-04-09,True
2756,FCOM,2020-04-09,True
2757,FCOR,2020-04-09,True
2758,FCPI,2020-04-09,True
2759,FCPT,2020-04-09,True
2760,FCT,2020-04-09,True
2761,FCTR,2020-04-09,True
2762,FCVT,2020-04-09,True
2763,FCX,2020-04-09,True
2764,FDBC,2020-04-09,True
2765,FDD,2020-04-09,True
2766,FDEF,2020-04-09,True
2767,FDEM,2020-04-09,True
2768,FDEU,2020-04-09,True
2769,FDEV,2020-04-09,True
2770,FDG,2020-04-09,False
2771,FDHY,2020-04-09,True
2772,FDIS,2020-04-09,True
2773,FDIV,2020-04-09,True
2774,FDL,2020-04-09,True
2775,FDLO,2020-04-09,True
2776,FDM,2020-04-09,True
2777,FDMO,2020-04-09,True
2778,FDN,2020-04-09,True
2779,FDNI,2020-04-09,True
2780,FDP,2020-04-09,True
2781,FDRR,2020-04-09,True
2782,FDS,2020-04-09,True
2783,FDT,2020-04-09,True
2784,FDTS,2020-04-09,True
2785,FDUS,2020-04-09,True
2786,FDUSG,2020-04-09,True
2787,FDUSL,2020-04-09,True
2788,FDUSZ,2020-04-09,True
2789,FDVV,2020-04-09,True
2790,FDX,2020-04-09,True
2791,FE,2020-04-09,True
2792,FEAC=,2020-04-09,True
2793,FEDU,2020-04-09,True
2794,FEI,2020-04-09,True
2795,FEIM,2020-04-09,True
2796,FELE,2020-04-09,True
2797,FEM,2020-04-09,True
2798,FEMB,2020-04-09,True
2799,FEMS,2020-04-09,True
2800,FEN,2020-04-09,True
2801,FENC,2020-04-09,True
2802,FENG,2020-04-09,True
