,symbol,date,isEnabled
390,AMTX,2020-04-09,True
391,AMU,2020-04-09,True
392,AMUB,2020-04-09,True
393,AMWD,2020-04-09,True
394,AMX,2020-04-09,True
395,AMZA,2020-04-09,True
396,AMZN,2020-04-09,True
397,AN,2020-04-09,True
398,ANAB,2020-04-09,True
399,ANAT,2020-04-09,True
400,ANCN,2020-04-09,True
401,ANDA,2020-04-09,True
402,ANDAR,2020-04-09,True
403,ANDAU,2020-04-09,True
404,ANDAW,2020-04-09,True
405,ANDE,2020-04-09,True
406,ANET,2020-04-09,True
407,ANF,2020-04-09,True
408,ANGI,2020-04-09,True
409,ANGL,2020-04-09,True
410,ANGO,2020-04-09,True
411,ANH,2020-04-09,True
412,ANH-A,2020-04-09,True
413,ANH-B,2020-04-09,True
414,ANH-C,2020-04-09,True
415,ANIK,2020-04-09,True
416,ANIP,2020-04-09,True
417,ANIX,2020-04-09,True
418,ANPC,2020-04-09,True
419,ANSS,2020-04-09,True
420,ANTE,2020-04-09,True
421,ANTM,2020-04-09,True
422,ANVS,2020-04-09,True
423,ANY,2020-04-09,True
424,AOA,2020-04-09,True
425,AOBC,2020-04-09,True
426,AOD,2020-04-09,True
427,AOK,2020-04-09,True
428,AOM,2020-04-09,True
429,AON,2020-04-09,True
430,AOR,2020-04-09,True
431,AOS,2020-04-09,True
432,AOSL,2020-04-09,True
433,AP,2020-04-09,True
434,APA,2020-04-09,True
435,APAM,2020-04-09,True
436,APD,2020-04-09,True
437,APDN,2020-04-09,True
438,APEI,2020-04-09,True
439,APEN,2020-04-09,True
440,APEX,2020-04-09,True
441,APH,2020-04-09,True
442,APHA,2020-04-09,True
443,APLE,2020-04-09,True
444,APLS,2020-04-09,True
445,APLT,2020-04-09,True
446,APM,2020-04-09,True
447,APO,2020-04-09,True
448,APO-A,2020-04-09,True
449,APO-B,2020-04-09,True
450,APOG,2020-04-09,True
451,APOP,2020-04-09,True
452,APOPW,2020-04-09,True
453,APPF,2020-04-09,True
454,APPN,2020-04-09,True
455,APPS,2020-04-09,True
456,APRE,2020-04-09,True
457,APRN,2020-04-09,True
458,APT,2020-04-09,True
459,APTO,2020-04-09,True
460,APTS,2020-04-09,True
461,APTV,2020-04-09,True
462,APTX,2020-04-09,True
463,APVO,2020-04-09,True
464,APWC,2020-04-09,True
465,APXT,2020-04-09,True
466,APXTU,2020-04-09,True
467,APXTW,2020-04-09,True
468,APY,2020-04-09,True
469,APYX,2020-04-09,True
470,AQB,2020-04-09,True
471,AQMS,2020-04-09,True
472,AQN,2020-04-09,True
473,AQNA,2020-04-09,True
474,AQNB,2020-04-09,True
475,AQST,2020-04-09,True
476,AQUA,2020-04-09,True
477,AR,2020-04-09,True
478,ARA,2020-04-09,True
479,ARAV,2020-04-09,True
480,ARAY,2020-04-09,True
481,ARC,2020-04-09,True
482,ARCB,2020-04-09,True
483,ARCC,2020-04-09,True
484,ARCE,2020-04-09,True
485,ARCH,2020-04-09,True
486,ARCM,2020-04-09,True
487,ARCO,2020-04-09,True
488,ARCT,2020-04-09,True
489,ARD,2020-04-09,True
490,ARDC,2020-04-09,True
491,ARDS,2020-04-09,True
492,ARDX,2020-04-09,True
493,ARE,2020-04-09,True
494,AREC,2020-04-09,True
495,ARES,2020-04-09,True
496,ARES-A,2020-04-09,True
497,ARGD,2020-04-09,True
498,ARGO,2020-04-09,True
499,ARGT,2020-04-09,True
500,ARGX,2020-04-09,True
501,ARI,2020-04-09,True
502,ARKF,2020-04-09,True
503,ARKG,2020-04-09,True
504,ARKK,2020-04-09,True
505,ARKQ,2020-04-09,True
506,ARKR,2020-04-09,True
507,ARKW,2020-04-09,True
508,ARL,2020-04-09,True
509,ARLO,2020-04-09,True
510,ARLP,2020-04-09,True
511,ARMK,2020-04-09,True
512,ARMP,2020-04-09,True
513,ARMR,2020-04-09,True
514,ARNA,2020-04-09,True
515,ARNC,2020-04-09,True
516,AROC,2020-04-09,True
517,AROW,2020-04-09,True
518,ARPO,2020-04-09,True
519,ARQT,2020-04-09,True
520,ARR,2020-04-09,True
521,ARR-C,2020-04-09,True
522,ARTL,2020-04-09,True
523,ARTLW,2020-04-09,True
524,ARTNA,2020-04-09,True
525,ARTW,2020-04-09,True
526,ARVN,2020-04-09,True
527,ARW,2020-04-09,True
528,ARWR,2020-04-09,True
529,ARYA,2020-04-09,True
530,ARYAU,2020-04-09,True
531,ARYAW,2020-04-09,True
532,ASA,2020-04-09,True
533,ASB,2020-04-09,True
534,ASB-C,2020-04-09,True
535,ASB-D,2020-04-09,True
536,ASB-E,2020-04-09,True
537,ASC,2020-04-09,True
538,ASEA,2020-04-09,True
539,ASET,2020-04-09,True
540,ASFI,2020-04-09,True
541,ASG,2020-04-09,True
542,ASGN,2020-04-09,True
543,ASH,2020-04-09,True
544,ASHR,2020-04-09,True
545,ASHS,2020-04-09,True
546,ASHX,2020-04-09,True
547,ASIX,2020-04-09,True
548,ASLN,2020-04-09,True
549,ASM,2020-04-09,True
550,ASMB,2020-04-09,True
551,ASML,2020-04-09,True
552,ASNA,2020-04-09,True
553,ASND,2020-04-09,True
554,ASPN,2020-04-09,True
555,ASPS,2020-04-09,True
556,ASPU,2020-04-09,True
557,ASR,2020-04-09,True
558,ASRT,2020-04-09,True
559,ASRV,2020-04-09,True
560,ASRVP,2020-04-09,True
561,ASTC,2020-04-09,True
562,ASTE,2020-04-09,True
563,ASUR,2020-04-09,True
564,ASX,2020-04-09,True
565,ASYS,2020-04-09,True
566,AT,2020-04-09,True
567,ATAX,2020-04-09,True
568,ATCO,2020-04-09,True
569,ATCO-D,2020-04-09,True
570,ATCO-E,2020-04-09,True
571,ATCO-G,2020-04-09,True
572,ATCO-H,2020-04-09,True
573,ATCO-I,2020-04-09,True
574,ATCX,2020-04-09,True
575,ATCXW,2020-04-09,True
576,ATEC,2020-04-09,True
577,ATEN,2020-04-09,True
578,ATEX,2020-04-09,True
579,ATGE,2020-04-09,True
580,ATH,2020-04-09,True
581,ATH-A,2020-04-09,True
582,ATH-B,2020-04-09,True
583,ATHE,2020-04-09,True
584,ATHM,2020-04-09,True
585,ATHX,2020-04-09,True
586,ATI,2020-04-09,True
587,ATIF,2020-04-09,True
588,ATKR,2020-04-09,True
589,ATLC,2020-04-09,True
590,ATLO,2020-04-09,True
591,ATMP,2020-04-09,True
592,ATNI,2020-04-09,True
593,ATNM,2020-04-09,True
594,ATNX,2020-04-09,True
595,ATO,2020-04-09,True
596,ATOM,2020-04-09,True
597,ATOS,2020-04-09,True
598,ATR,2020-04-09,True
599,ATRA,2020-04-09,True
600,ATRC,2020-04-09,True
601,ATRI,2020-04-09,True
602,ATRO,2020-04-09,True
603,ATRS,2020-04-09,True
604,ATSG,2020-04-09,True
605,ATTO,2020-04-09,True
606,ATUS,2020-04-09,True
607,ATV,2020-04-09,True
608,ATVI,2020-04-09,True
609,ATXI,2020-04-09,True
610,AU,2020-04-09,True
611,AUB,2020-04-09,True
612,AUBN,2020-04-09,True
613,AUDC,2020-04-09,True
614,AUG,2020-04-09,True
615,AUMN,2020-04-09,True
616,AUPH,2020-04-09,True
617,AUSF,2020-04-09,True
618,AUTL,2020-04-09,True
619,AUTO,2020-04-09,True
620,AUY,2020-04-09,True
621,AVA,2020-04-09,True
622,AVAL,2020-04-09,True
623,AVAV,2020-04-09,True
624,AVB,2020-04-09,True
625,AVCO,2020-04-09,True
626,AVCT,2020-04-09,True
627,AVCTW,2020-04-09,True
628,AVD,2020-04-09,True
629,AVDE,2020-04-09,True
630,AVDL,2020-04-09,True
631,AVDV,2020-04-09,True
632,AVEM,2020-04-09,True
633,AVEO,2020-04-09,True
634,AVGO,2020-04-09,True
635,AVGOP,2020-04-09,True
636,AVGR,2020-04-09,True
637,AVH,2020-04-09,True
638,AVID,2020-04-09,True
639,AVK,2020-04-09,True
640,AVLR,2020-04-09,True
641,AVNS,2020-04-09,True
642,AVNW,2020-04-09,True
643,AVRO,2020-04-09,True
644,AVT,2020-04-09,True
645,AVTR,2020-04-09,True
646,AVTR-A,2020-04-09,True
647,AVUS,2020-04-09,True
648,AVUV,2020-04-09,True
649,AVXL,2020-04-09,True
650,AVY,2020-04-09,True
651,AVYA,2020-04-09,True
652,AWAY,2020-04-09,True
653,AWF,2020-04-09,True
654,AWI,2020-04-09,True
655,AWK,2020-04-09,True
656,AWP,2020-04-09,True
657,AWR,2020-04-09,True
658,AWRE,2020-04-09,True
659,AWTM,2020-04-09,True
660,AWX,2020-04-09,True
661,AX,2020-04-09,True
662,AXAS,2020-04-09,True
663,AXDX,2020-04-09,True
664,AXE,2020-04-09,True
665,AXGN,2020-04-09,True
666,AXGT,2020-04-09,True
667,AXJL,2020-04-09,True
668,AXL,2020-04-09,True
669,AXLA,2020-04-09,True
670,AXNX,2020-04-09,True
671,AXO,2020-04-09,True
672,AXP,2020-04-09,True
673,AXR,2020-04-09,True
674,AXS,2020-04-09,True
675,AXS-E,2020-04-09,True
676,AXSM,2020-04-09,True
677,AXTA,2020-04-09,True
678,AXTI,2020-04-09,True
679,AXU,2020-04-09,True
680,AY,2020-04-09,True
681,AYI,2020-04-09,True
682,AYTU,2020-04-09,True
683,AYX,2020-04-09,True
684,AZN,2020-04-09,True
685,AZO,2020-04-09,True
686,AZPN,2020-04-09,True
687,AZRE,2020-04-09,True
688,AZRX,2020-04-09,True
689,AZUL,2020-04-09,True
690,AZZ,2020-04-09,True
691,B,2020-04-09,True
692,BA,2020-04-09,True
693,BAB,2020-04-09,True
694,BABA,2020-04-09,True
695,BAC,2020-04-09,True
696,BAC-A,2020-04-09,True
697,BAC-B,2020-04-09,True
698,BAC-C,2020-04-09,True
699,BAC-E,2020-04-09,True
700,BAC-K,2020-04-09,True
701,BAC-L,2020-04-09,True
702,BAC-M,2020-04-09,True
703,BAC-N,2020-04-09,True
704,BAF,2020-04-09,True
705,BAH,2020-04-09,True
706,BAK,2020-04-09,True
707,BAL,2020-04-09,True
708,BAM,2020-04-09,True
709,BANC,2020-04-09,True
710,BANC-D,2020-04-09,True
711,BANC-E,2020-04-09,True
712,BAND,2020-04-09,True
713,BANF,2020-04-09,True
714,BANFP,2020-04-09,True
715,BANR,2020-04-09,True
716,BANX,2020-04-09,True
717,BAP,2020-04-09,True
718,BAPR,2020-04-09,True
719,BAR,2020-04-09,True
720,BASI,2020-04-09,True
721,BATL,2020-04-09,True
722,BATRA,2020-04-09,True
723,BATRK,2020-04-09,True
724,BATT,2020-04-09,True
725,BAUG,2020-04-09,True
726,BAX,2020-04-09,True
727,BB,2020-04-09,True
728,BBAR,2020-04-09,True
729,BBAX,2020-04-09,True
730,BBBY,2020-04-09,True
731,BBC,2020-04-09,True
732,BBCA,2020-04-09,True
733,BBCP,2020-04-09,True
734,BBD,2020-04-09,True
735,BBDC,2020-04-09,True
736,BBDO,2020-04-09,True
737,BBEU,2020-04-09,True
738,BBF,2020-04-09,True
739,BBGI,2020-04-09,True
740,BBH,2020-04-09,True
741,BBI,2020-04-09,True
742,BBIN,2020-04-09,True
743,BBIO,2020-04-09,True
744,BBJP,2020-04-09,True
745,BBK,2020-04-09,True
746,BBL,2020-04-09,True
747,BBN,2020-04-09,True
748,BBP,2020-04-09,True
749,BBQ,2020-04-09,True
750,BBRE,2020-04-09,True
751,BBSA,2020-04-09,True
752,BBSI,2020-04-09,True
753,BBU,2020-04-09,True
754,BBUS,2020-04-09,True
755,BBVA,2020-04-09,True
756,BBW,2020-04-09,True
757,BBX,2020-04-09,True
758,BBY,2020-04-09,True
759,BC,2020-04-09,True
760,BC-A,2020-04-09,True
761,BC-B,2020-04-09,True
762,BC-C,2020-04-09,True
763,BCBP,2020-04-09,True
764,BCC,2020-04-09,True
765,BCD,2020-04-09,True
766,BCDA,2020-04-09,True
767,BCDAW,2020-04-09,True
768,BCE,2020-04-09,True
769,BCEI,2020-04-09,True
770,BCEL,2020-04-09,True
771,BCH,2020-04-09,True
772,BCI,2020-04-09,True
773,BCLI,2020-04-09,True
774,BCM,2020-04-09,True
775,BCML,2020-04-09,True
776,BCO,2020-04-09,True
777,BCOM,2020-04-09,True
778,BCOR,2020-04-09,True
779,BCOV,2020-04-09,True
780,BCOW,2020-04-09,True
781,BCPC,2020-04-09,True
782,BCRX,2020-04-09,True
783,BCS,2020-04-09,True
784,BCSF,2020-04-09,True
785,BCTF,2020-04-09,True
786,BCV,2020-04-09,True
787,BCV-A,2020-04-09,True
788,BCX,2020-04-09,True
789,BCYC,2020-04-09,True
790,BDC,2020-04-09,True
791,BDCS,2020-04-09,True
792,BDCY,2020-04-09,True
793,BDCZ,2020-04-09,True
794,BDEC,2020-04-09,True
795,BDGE,2020-04-09,True
796,BDJ,2020-04-09,True
797,BDL,2020-04-09,True
798,BDN,2020-04-09,True
799,BDR,2020-04-09,True
800,BDRY,2020-04-09,True
801,BDSI,2020-04-09,True
802,BDTX,2020-04-09,True
803,BDX,2020-04-09,True
804,BDXA,2020-04-09,True
805,BE,2020-04-09,True
806,BEAM,2020-04-09,True
807,BEAT,2020-04-09,True
808,BECN,2020-04-09,True
809,BEDU,2020-04-09,True
810,BELFA,2020-04-09,True
811,BELFB,2020-04-09,True
812,BEN,2020-04-09,True
813,BEP,2020-04-09,True
814,BEP-A,2020-04-09,True
815,BERY,2020-04-09,True
816,BEST,2020-04-09,True
817,BF.A,2020-04-09,True
818,BF.B,2020-04-09,True
819,BFAM,2020-04-09,True
820,BFC,2020-04-09,True
821,BFEB,2020-04-09,True
822,BFIN,2020-04-09,True
823,BFIT,2020-04-09,True
824,BFK,2020-04-09,True
825,BFO,2020-04-09,True
826,BFOR,2020-04-09,True
827,BFRA,2020-04-09,True
828,BFS,2020-04-09,True
829,BFS-D,2020-04-09,True
830,BFS-E,2020-04-09,True
831,BFST,2020-04-09,True
832,BFY,2020-04-09,True
833,BFYT,2020-04-09,True
834,BFZ,2020-04-09,True
835,BG,2020-04-09,True
836,BGB,2020-04-09,True
837,BGCP,2020-04-09,True
838,BGFV,2020-04-09,True
839,BGG,2020-04-09,True
840,BGH,2020-04-09,True
841,BGI,2020-04-09,True
842,BGIO,2020-04-09,True
843,BGNE,2020-04-09,True
844,BGR,2020-04-09,True
845,BGRN,2020-04-09,True
846,BGS,2020-04-09,True
847,BGSF,2020-04-09,True
848,BGT,2020-04-09,True
849,BGX,2020-04-09,True
850,BGY,2020-04-09,True
851,BH,2020-04-09,True
852,BH.A,2020-04-09,True
853,BHAT,2020-04-09,True
854,BHB,2020-04-09,True
855,BHC,2020-04-09,True
856,BHE,2020-04-09,True
857,BHF,2020-04-09,True
858,BHFAL,2020-04-09,True
859,BHFAP,2020-04-09,True
860,BHK,2020-04-09,True
861,BHLB,2020-04-09,True
862,BHP,2020-04-09,True
863,BHR,2020-04-09,True
864,BHR-B,2020-04-09,True
865,BHR-D,2020-04-09,True
866,BHTG,2020-04-09,True
867,BHV,2020-04-09,True
868,BHVN,2020-04-09,True
869,BIB,2020-04-09,True
870,BIBL,2020-04-09,True
871,BICK,2020-04-09,True
872,BIDU,2020-04-09,True
873,BIF,2020-04-09,True
874,BIG,2020-04-09,True
875,BIIB,2020-04-09,True
876,BIL,2020-04-09,True
877,BILI,2020-04-09,True
878,BILL,2020-04-09,True
879,BIMI,2020-04-09,True
880,BIO,2020-04-09,True
881,BIO.B,2020-04-09,True
882,BIOC,2020-04-09,True
883,BIOL,2020-04-09,True
884,BIOX,2020-04-09,True
885,BIOX+,2020-04-09,True
